transaction_id,customer_id,product,category,amount,cost,profit,quantity,discount,transaction_date
TXN0288,CUST032,Enterprise Support (Annual),Services,14400.0,9000,5400.0,2,0.1,2026-06-23
TXN0289,CUST032,Cloud Platform,Software,1140.0,200,940.0,1,0.05,2025-10-18
TXN0290,CUST032,Cloud Platform,Software,1140.0,200,940.0,1,0.05,2025-12-31
TXN0291,CUST032,Security Suite,Software,680.0,150,530.0,1,0.15,2026-03-14
TXN0292,CUST032,Security Suite,Software,1600.0,300,1300.0,2,0.0,2026-02-10
TXN0293,CUST032,Edge Server,Hardware,3325.0,2200,1125.0,1,0.05,2026-03-17
TXN0294,CUST032,Cloud Migration Consultation,Services,4750.0,3000,1750.0,1,0.05,2026-02-17
TXN0295,CUST032,Cloud Migration Consultation,Services,4500.0,3000,1500.0,1,0.1,2025-12-03
TXN0296,CUST032,Cloud Migration Consultation,Services,5000.0,3000,2000.0,1,0.0,2025-10-18
TXN0297,CUST032,Cloud Migration Consultation,Services,20000.0,12000,8000.0,4,0.0,2025-07-31
TXN0298,CUST032,Analytics Engine,Software,1350.0,300,1050.0,1,0.1,2026-02-25
TXN0299,CUST033,Custom Training Workshop,Services,10000.0,4800,5200.0,4,0.0,2026-04-05
TXN0300,CUST033,Developer Laptop,Hardware,1900.0,1300,600.0,1,0.05,2025-07-14
TXN0301,CUST033,Cloud Migration Consultation,Services,10000.0,6000,4000.0,2,0.0,2026-04-26
TXN0302,CUST033,Enterprise Support (Annual),Services,7200.0,4500,2700.0,1,0.1,2024-12-17
TXN0303,CUST033,Cloud Platform,Software,6000.0,1000,5000.0,5,0.0,2025-02-01
TXN0304,CUST033,Enterprise Support (Annual),Services,7200.0,4500,2700.0,1,0.1,2026-06-24
TXN0305,CUST033,Developer Laptop,Hardware,2000.0,1300,700.0,1,0.0,2025-02-26
TXN0306,CUST033,Cloud Platform,Software,3600.0,600,3000.0,3,0.0,2026-06-30
TXN0307,CUST033,Security Suite,Software,760.0,150,610.0,1,0.05,2024-07-04
TXN0308,CUST033,Custom Training Workshop,Services,5000.0,2400,2600.0,2,0.0,2025-09-18
TXN0309,CUST033,Developer Laptop,Hardware,2000.0,1300,700.0,1,0.0,2024-08-02
TXN0310,CUST033,Analytics Engine,Software,1275.0,300,975.0,1,0.15,2024-08-14
TXN0311,CUST033,Smart Gateway,Hardware,427.5,250,177.5,1,0.05,2026-01-28
TXN0312,CUST033,Analytics Engine,Software,3600.0,900,2700.0,3,0.2,2025-05-12
TXN0313,CUST033,Collaboration Tool,Software,300.0,50,250.0,1,0.0,2025-12-03
TXN0314,CUST034,Custom Training Workshop,Services,2500.0,1200,1300.0,1,0.0,2025-10-03
TXN0315,CUST034,Custom Training Workshop,Services,2375.0,1200,1175.0,1,0.05,2025-12-29
TXN0316,CUST034,Developer Laptop,Hardware,2000.0,1300,700.0,1,0.0,2026-06-27
TXN0317,CUST034,Edge Server,Hardware,10500.0,6600,3900.0,3,0.0,2026-04-07
TXN0318,CUST034,Edge Server,Hardware,2800.0,2200,600.0,1,0.2,2025-09-17
TXN0319,CUST034,Cloud Migration Consultation,Services,5000.0,3000,2000.0,1,0.0,2026-04-17
TXN0320,CUST034,Cloud Migration Consultation,Services,18000.0,12000,6000.0,4,0.1,2025-12-22
TXN0321,CUST034,Custom Training Workshop,Services,7500.0,3600,3900.0,3,0.0,2025-08-22
TXN0322,CUST034,Custom Training Workshop,Services,4250.0,2400,1850.0,2,0.15,2026-01-15
TXN0323,CUST034,Custom Training Workshop,Services,5000.0,2400,2600.0,2,0.0,2025-10-10
TXN0324,CUST034,Developer Laptop,Hardware,8000.0,5200,2800.0,4,0.0,2025-10-20
TXN0325,CUST034,Cloud Migration Consultation,Services,9000.0,6000,3000.0,2,0.1,2025-10-11
TXN0326,CUST035,Custom Training Workshop,Services,2125.0,1200,925.0,1,0.15,2026-04-23
TXN0327,CUST035,Developer Laptop,Hardware,1900.0,1300,600.0,1,0.05,2026-03-17
TXN0328,CUST035,Developer Laptop,Hardware,1700.0,1300,400.0,1,0.15,2026-01-26
TXN0329,CUST035,Collaboration Tool,Software,600.0,100,500.0,2,0.0,2026-02-23
TXN0330,CUST035,Developer Laptop,Hardware,1900.0,1300,600.0,1,0.05,2025-12-18
TXN0331,CUST035,Cloud Migration Consultation,Services,4750.0,3000,1750.0,1,0.05,2025-12-22
TXN0332,CUST036,Enterprise Support (Annual),Services,7200.0,4500,2700.0,1,0.0,2026-04-03
TXN0333,CUST036,Cloud Migration Consultation,Services,11475.0,9000,2475.0,3,0.15,2025-09-10
TXN0334,CUST036,Developer Laptop,Hardware,19440.0,15600,3840.0,12,0.1,2025-07-29
TXN0335,CUST036,Analytics Engine,Software,3847.5,900,2947.5,3,0.05,2025-12-02
TXN0336,CUST036,Custom Training Workshop,Services,27000.0,14400,12600.0,12,0.0,2025-02-22
TXN0337,CUST036,Cloud Migration Consultation,Services,18000.0,12000,6000.0,4,0.0,2024-11-02
TXN0338,CUST036,Cloud Platform,Software,2160.0,400,1760.0,2,0.0,2026-05-25
TXN0339,CUST036,Edge Server,Hardware,16065.0,13200,2865.0,6,0.15,2025-11-27
TXN0340,CUST036,Enterprise Support (Annual),Services,20520.0,13500,7020.0,3,0.05,2025-12-25
TXN0341,CUST036,Analytics Engine,Software,2700.0,600,2100.0,2,0.0,2024-08-30
TXN0342,CUST036,Cloud Platform,Software,12960.0,2400,10560.0,12,0.0,2025-11-01
TXN0343,CUST036,Custom Training Workshop,Services,4500.0,2400,2100.0,2,0.0,2025-03-02
TXN0344,CUST037,Developer Laptop,Hardware,2000.0,1300,700.0,1,0.0,2024-11-11
TXN0345,CUST037,Smart Gateway,Hardware,1350.0,750,600.0,3,0.0,2025-04-11
TXN0346,CUST037,Cloud Platform,Software,1200.0,200,1000.0,1,0.0,2026-06-19
TXN0347,CUST037,Cloud Platform,Software,2400.0,400,2000.0,2,0.0,2025-12-23
TXN0348,CUST037,Enterprise Support (Annual),Services,6800.0,4500,2300.0,1,0.15,2025-11-10
TXN0349,CUST037,Cloud Migration Consultation,Services,4250.0,3000,1250.0,1,0.15,2024-11-28
TXN0350,CUST037,Developer Laptop,Hardware,2000.0,1300,700.0,1,0.0,2026-03-26
TXN0351,CUST037,Custom Training Workshop,Services,5000.0,2400,2600.0,2,0.0,2025-06-06
TXN0352,CUST037,Security Suite,Software,720.0,150,570.0,1,0.1,2025-07-11
TXN0353,CUST038,Analytics Engine,Software,1282.5,300,982.5,1,0.05,2026-04-29
TXN0354,CUST038,Custom Training Workshop,Services,6750.0,3600,3150.0,3,0.0,2026-04-25
TXN0355,CUST038,Custom Training Workshop,Services,11250.0,6000,5250.0,5,0.0,2025-11-17
TXN0356,CUST038,Analytics Engine,Software,6480.0,1800,4680.0,6,0.2,2026-02-03
TXN0357,CUST038,Edge Server,Hardware,12600.0,8800,3800.0,4,0.0,2026-04-29
TXN0358,CUST038,Enterprise Support (Annual),Services,20520.0,13500,7020.0,3,0.05,2026-04-08
TXN0359,CUST038,Analytics Engine,Software,8100.0,1800,6300.0,6,0.0,2026-04-20
TXN0360,CUST038,Collaboration Tool,Software,1620.0,300,1320.0,6,0.0,2026-02-22
TXN0361,CUST038,Developer Laptop,Hardware,1530.0,1300,230.0,1,0.15,2026-04-25
TXN0362,CUST038,Developer Laptop,Hardware,1800.0,1300,500.0,1,0.0,2026-05-23
TXN0363,CUST038,Custom Training Workshop,Services,2250.0,1200,1050.0,1,0.0,2026-05-25
TXN0364,CUST038,Cloud Migration Consultation,Services,7650.0,6000,1650.0,2,0.15,2026-04-07
TXN0365,CUST038,Developer Laptop,Hardware,1620.0,1300,320.0,1,0.1,2025-10-14
TXN0366,CUST038,Custom Training Workshop,Services,4500.0,2400,2100.0,2,0.0,2026-02-09
TXN0367,CUST039,Developer Laptop,Hardware,2000.0,1300,700.0,1,0.0,2025-10-08
TXN0368,CUST039,Developer Laptop,Hardware,2000.0,1300,700.0,1,0.0,2025-09-12
TXN0369,CUST039,Collaboration Tool,Software,300.0,50,250.0,1,0.0,2025-08-18
TXN0370,CUST039,Analytics Engine,Software,1500.0,300,1200.0,1,0.0,2025-03-23
TXN0371,CUST039,Developer Laptop,Hardware,1800.0,1300,500.0,1,0.1,2025-12-28
TXN0372,CUST039,Developer Laptop,Hardware,3800.0,2600,1200.0,2,0.05,2025-04-22
TXN0373,CUST039,Edge Server,Hardware,11200.0,8800,2400.0,4,0.2,2026-04-08
TXN0374,CUST040,Custom Training Workshop,Services,2256.25,1200,1056.25,1,0.05,2026-05-23
TXN0375,CUST040,Developer Laptop,Hardware,1710.0,1300,410.0,1,0.1,2025-09-13
TXN0376,CUST040,Security Suite,Software,722.0,150,572.0,1,0.05,2025-11-14
TXN0377,CUST040,Cloud Migration Consultation,Services,19000.0,12000,7000.0,4,0.0,2026-04-26
TXN0378,CUST040,Collaboration Tool,Software,513.0,100,413.0,2,0.1,2026-05-09
TXN0379,CUST040,Smart Gateway,Hardware,406.12,250,156.12,1,0.05,2025-06-16
TXN0380,CUST040,Smart Gateway,Hardware,427.5,250,177.5,1,0.0,2025-09-12
TXN0381,CUST041,Smart Gateway,Hardware,450.0,250,200.0,1,0.0,2025-09-13
TXN0382,CUST041,Enterprise Support (Annual),Services,7200.0,4500,2700.0,1,0.1,2026-04-23
TXN0383,CUST041,Custom Training Workshop,Services,2125.0,1200,925.0,1,0.15,2026-02-07
TXN0384,CUST041,Analytics Engine,Software,1425.0,300,1125.0,1,0.05,2025-10-01
TXN0385,CUST041,Custom Training Workshop,Services,4000.0,2400,1600.0,2,0.2,2026-05-22
TXN0386,CUST041,Edge Server,Hardware,3500.0,2200,1300.0,1,0.0,2026-01-23
TXN0387,CUST041,Custom Training Workshop,Services,2375.0,1200,1175.0,1,0.05,2026-04-25
TXN0388,CUST041,Developer Laptop,Hardware,1800.0,1300,500.0,1,0.1,2025-11-28
TXN0389,CUST041,Custom Training Workshop,Services,2000.0,1200,800.0,1,0.2,2026-06-04
TXN0390,CUST042,Developer Laptop,Hardware,8000.0,5200,2800.0,4,0.0,2025-04-14
TXN0391,CUST042,Cloud Migration Consultation,Services,5000.0,3000,2000.0,1,0.0,2026-04-21
TXN0392,CUST042,Collaboration Tool,Software,300.0,50,250.0,1,0.0,2026-03-28
TXN0393,CUST042,Enterprise Support (Annual),Services,8000.0,4500,3500.0,1,0.0,2026-02-24
TXN0394,CUST042,Cloud Migration Consultation,Services,5000.0,3000,2000.0,1,0.0,2026-04-10
TXN0395,CUST042,Cloud Migration Consultation,Services,18000.0,12000,6000.0,4,0.1,2025-04-16
TXN0396,CUST042,Security Suite,Software,800.0,150,650.0,1,0.0,2025-11-11
TXN0397,CUST042,Collaboration Tool,Software,600.0,100,500.0,2,0.0,2025-10-14
TXN0398,CUST042,Developer Laptop,Hardware,1900.0,1300,600.0,1,0.05,2026-01-22
TXN0399,CUST042,Smart Gateway,Hardware,450.0,250,200.0,1,0.0,2025-06-01
TXN0400,CUST043,Smart Gateway,Hardware,1350.0,750,600.0,3,0.0,2025-07-26
TXN0401,CUST043,Cloud Migration Consultation,Services,5000.0,3000,2000.0,1,0.0,2025-04-11
TXN0402,CUST043,Smart Gateway,Hardware,1282.5,750,532.5,3,0.05,2025-04-23
TXN0403,CUST043,Enterprise Support (Annual),Services,15200.0,9000,6200.0,2,0.05,2025-11-13
TXN0404,CUST043,Developer Laptop,Hardware,3600.0,2600,1000.0,2,0.1,2025-12-19
TXN0405,CUST043,Custom Training Workshop,Services,2500.0,1200,1300.0,1,0.0,2025-10-28
TXN0406,CUST044,Edge Server,Hardware,3325.0,2200,1125.0,1,0.05,2024-10-26
TXN0407,CUST044,Developer Laptop,Hardware,1900.0,1300,600.0,1,0.05,2025-08-01
TXN0408,CUST044,Collaboration Tool,Software,570.0,100,470.0,2,0.05,2025-05-03
TXN0409,CUST044,Security Suite,Software,800.0,150,650.0,1,0.0,2025-12-16
TXN0410,CUST045,Cloud Migration Consultation,Services,12000.0,9000,3000.0,3,0.2,2025-07-26
TXN0411,CUST045,Security Suite,Software,1920.0,450,1470.0,3,0.2,2025-08-30
TXN0412,CUST045,Enterprise Support (Annual),Services,8000.0,4500,3500.0,1,0.0,2025-09-20
TXN0413,CUST045,Developer Laptop,Hardware,1900.0,1300,600.0,1,0.05,2026-04-18
TXN0414,CUST045,Analytics Engine,Software,1500.0,300,1200.0,1,0.0,2026-06-09
TXN0415,CUST045,Collaboration Tool,Software,270.0,50,220.0,1,0.1,2025-02-10
TXN0416,CUST045,Custom Training Workshop,Services,2500.0,1200,1300.0,1,0.0,2025-09-10
TXN0417,CUST045,Enterprise Support (Annual),Services,7200.0,4500,2700.0,1,0.1,2026-06-23
TXN0418,CUST046,Smart Gateway,Hardware,450.0,250,200.0,1,0.0,2026-05-29
TXN0419,CUST046,Cloud Migration Consultation,Services,4000.0,3000,1000.0,1,0.2,2026-06-15
TXN0420,CUST046,Developer Laptop,Hardware,6000.0,3900,2100.0,3,0.0,2025-08-26
TXN0421,CUST046,Security Suite,Software,2280.0,450,1830.0,3,0.05,2024-09-20
TXN0422,CUST046,Custom Training Workshop,Services,5000.0,2400,2600.0,2,0.0,2025-05-17
TXN0423,CUST046,Security Suite,Software,2280.0,450,1830.0,3,0.05,2024-10-12
TXN0424,CUST046,Smart Gateway,Hardware,450.0,250,200.0,1,0.0,2025-11-19
TXN0425,CUST046,Developer Laptop,Hardware,1600.0,1300,300.0,1,0.2,2026-05-13
TXN0426,CUST046,Cloud Migration Consultation,Services,4500.0,3000,1500.0,1,0.1,2025-10-31
TXN0427,CUST046,Analytics Engine,Software,4500.0,900,3600.0,3,0.0,2025-07-18
TXN0428,CUST046,Security Suite,Software,1440.0,300,1140.0,2,0.1,2024-10-05
TXN0429,CUST046,Developer Laptop,Hardware,1900.0,1300,600.0,1,0.05,2026-04-15
TXN0430,CUST046,Developer Laptop,Hardware,1900.0,1300,600.0,1,0.05,2026-02-24
TXN0431,CUST046,Smart Gateway,Hardware,855.0,500,355.0,2,0.05,2024-08-26
TXN0432,CUST046,Developer Laptop,Hardware,2000.0,1300,700.0,1,0.0,2025-06-04
TXN0433,CUST047,Collaboration Tool,Software,541.5,100,441.5,2,0.05,2026-04-07
TXN0434,CUST047,Enterprise Support (Annual),Services,7600.0,4500,3100.0,1,0.0,2024-05-21
TXN0435,CUST047,Developer Laptop,Hardware,1900.0,1300,600.0,1,0.0,2024-10-20
TXN0436,CUST047,Cloud Migration Consultation,Services,4750.0,3000,1750.0,1,0.0,2025-09-29
TXN0437,CUST047,Cloud Migration Consultation,Services,4512.5,3000,1512.5,1,0.05,2025-03-04
TXN0438,CUST047,Cloud Platform,Software,4560.0,800,3760.0,4,0.0,2025-07-01
TXN0439,CUST047,Collaboration Tool,Software,270.75,50,220.75,1,0.05,2025-06-28
TXN0440,CUST047,Enterprise Support (Annual),Services,6460.0,4500,1960.0,1,0.15,2024-07-31
TXN0441,CUST047,Analytics Engine,Software,1425.0,300,1125.0,1,0.0,2024-12-23
TXN0442,CUST047,Cloud Platform,Software,1140.0,200,940.0,1,0.0,2026-01-11
TXN0443,CUST047,Collaboration Tool,Software,513.0,100,413.0,2,0.1,2026-03-04
TXN0444,CUST047,Collaboration Tool,Software,270.75,50,220.75,1,0.05,2024-03-19
TXN0445,CUST047,Enterprise Support (Annual),Services,7220.0,4500,2720.0,1,0.05,2025-08-31
TXN0446,CUST047,Smart Gateway,Hardware,427.5,250,177.5,1,0.0,2024-07-19
TXN0447,CUST047,Cloud Platform,Software,1140.0,200,940.0,1,0.0,2025-04-14
TXN0448,CUST048,Edge Server,Hardware,18900.0,13200,5700.0,6,0.0,2025-09-15
TXN0449,CUST048,Cloud Migration Consultation,Services,9000.0,6000,3000.0,2,0.0,2026-04-04
TXN0450,CUST048,Custom Training Workshop,Services,4275.0,2400,1875.0,2,0.05,2025-10-24
TXN0451,CUST048,Cloud Platform,Software,2916.0,600,2316.0,3,0.1,2026-02-18
TXN0452,CUST048,Enterprise Support (Annual),Services,14400.0,9000,5400.0,2,0.0,2026-05-04
TXN0453,CUST048,Analytics Engine,Software,2565.0,600,1965.0,2,0.05,2025-09-16
TXN0454,CUST048,Custom Training Workshop,Services,6750.0,3600,3150.0,3,0.0,2026-05-10
TXN0455,CUST049,Security Suite,Software,2736.0,600,2136.0,4,0.05,2025-10-13
TXN0456,CUST049,Collaboration Tool,Software,270.0,50,220.0,1,0.0,2026-06-17
TXN0457,CUST049,Cloud Platform,Software,10800.0,2000,8800.0,10,0.0,2026-03-12
TXN0458,CUST049,Developer Laptop,Hardware,1620.0,1300,320.0,1,0.1,2026-02-27
TXN0459,CUST049,Cloud Platform,Software,1080.0,200,880.0,1,0.0,2026-06-10
TXN0460,CUST049,Collaboration Tool,Software,729.0,150,579.0,3,0.1,2025-06-01
TXN0461,CUST049,Developer Laptop,Hardware,3420.0,2600,820.0,2,0.05,2026-06-08
TXN0462,CUST049,Cloud Migration Consultation,Services,9000.0,6000,3000.0,2,0.0,2026-02-11
TXN0463,CUST049,Analytics Engine,Software,3645.0,900,2745.0,3,0.1,2025-08-24
TXN0464,CUST049,Custom Training Workshop,Services,6750.0,3600,3150.0,3,0.0,2026-04-09
TXN0465,CUST049,Security Suite,Software,1440.0,300,1140.0,2,0.0,2025-09-11
TXN0466,CUST049,Cloud Migration Consultation,Services,12825.0,9000,3825.0,3,0.05,2026-03-21
TXN0467,CUST049,Cloud Platform,Software,6480.0,1200,5280.0,6,0.0,2025-08-09
TXN0468,CUST050,Custom Training Workshop,Services,4500.0,2400,2100.0,2,0.1,2025-06-07
TXN0469,CUST050,Edge Server,Hardware,5950.0,4400,1550.0,2,0.15,2024-12-04
TXN0470,CUST050,Analytics Engine,Software,4500.0,900,3600.0,3,0.0,2024-10-15
TXN0471,CUST050,Smart Gateway,Hardware,2137.5,1250,887.5,5,0.05,2024-08-21
TXN0472,CUST050,Smart Gateway,Hardware,450.0,250,200.0,1,0.0,2025-11-07
TXN0473,CUST050,Analytics Engine,Software,1350.0,300,1050.0,1,0.1,2026-01-18
TXN0474,CUST050,Custom Training Workshop,Services,2250.0,1200,1050.0,1,0.1,2026-01-25
TXN0475,CUST050,Cloud Platform,Software,1200.0,200,1000.0,1,0.0,2024-06-19
TXN0476,CUST050,Security Suite,Software,2720.0,600,2120.0,4,0.15,2025-07-14
TXN0477,CUST050,Custom Training Workshop,Services,5000.0,2400,2600.0,2,0.0,2026-01-04
TXN0478,CUST051,Enterprise Support (Annual),Services,7600.0,4500,3100.0,1,0.0,2025-11-09
TXN0479,CUST051,Cloud Platform,Software,1026.0,200,826.0,1,0.1,2025-10-17
TXN0480,CUST051,Edge Server,Hardware,8478.75,6600,1878.75,3,0.15,2025-05-03
TXN0481,CUST051,Developer Laptop,Hardware,1900.0,1300,600.0,1,0.0,2026-05-11
TXN0482,CUST051,Analytics Engine,Software,1425.0,300,1125.0,1,0.0,2025-10-15
TXN0483,CUST051,Collaboration Tool,Software,228.0,50,178.0,1,0.2,2026-02-22
TXN0484,CUST052,Custom Training Workshop,Services,4500.0,2400,2100.0,2,0.0,2025-05-18
TXN0485,CUST052,Security Suite,Software,1944.0,450,1494.0,3,0.1,2025-12-23
TXN0486,CUST052,Edge Server,Hardware,11340.0,8800,2540.0,4,0.1,2024-11-08
TXN0487,CUST052,Security Suite,Software,720.0,150,570.0,1,0.0,2025-09-09
TXN0488,CUST052,Analytics Engine,Software,1147.5,300,847.5,1,0.15,2024-12-30
TXN0489,CUST052,Smart Gateway,Hardware,1944.0,1500,444.0,6,0.2,2026-04-15
TXN0490,CUST052,Cloud Migration Consultation,Services,12150.0,9000,3150.0,3,0.1,2025-01-24
TXN0491,CUST052,Custom Training Workshop,Services,5400.0,3600,1800.0,3,0.2,2025-01-14
TXN0492,CUST052,Developer Laptop,Hardware,9720.0,7800,1920.0,6,0.1,2025-06-29
TXN0493,CUST052,Developer Laptop,Hardware,1530.0,1300,230.0,1,0.15,2025-09-29
TXN0494,CUST052,Cloud Migration Consultation,Services,4500.0,3000,1500.0,1,0.0,2025-03-18
TXN0495,CUST052,Edge Server,Hardware,3150.0,2200,950.0,1,0.0,2025-09-16
TXN0496,CUST052,Edge Server,Hardware,9450.0,6600,2850.0,3,0.0,2026-02-16
TXN0497,CUST052,Analytics Engine,Software,4050.0,900,3150.0,3,0.0,2024-12-10
TXN0498,CUST052,Smart Gateway,Hardware,810.0,500,310.0,2,0.0,2025-10-29
TXN0499,CUST053,Developer Laptop,Hardware,1900.0,1300,600.0,1,0.05,2024-03-30
TXN0500,CUST053,Edge Server,Hardware,10500.0,6600,3900.0,3,0.0,2024-06-03
TXN0501,CUST053,Security Suite,Software,720.0,150,570.0,1,0.1,2024-03-11
TXN0502,CUST053,Custom Training Workshop,Services,10000.0,4800,5200.0,4,0.0,2025-03-15
TXN0503,CUST053,Edge Server,Hardware,3500.0,2200,1300.0,1,0.0,2025-10-20
TXN0504,CUST054,Cloud Platform,Software,4320.0,800,3520.0,4,0.1,2026-02-09
TXN0505,CUST054,Cloud Platform,Software,4800.0,800,4000.0,4,0.0,2025-12-13
TXN0506,CUST054,Smart Gateway,Hardware,450.0,250,200.0,1,0.0,2026-04-16
TXN0507,CUST054,Edge Server,Hardware,2975.0,2200,775.0,1,0.15,2026-06-11
TXN0508,CUST054,Developer Laptop,Hardware,6000.0,3900,2100.0,3,0.0,2025-11-14
TXN0509,CUST054,Cloud Migration Consultation,Services,10000.0,6000,4000.0,2,0.0,2026-05-10
TXN0510,CUST054,Edge Server,Hardware,3500.0,2200,1300.0,1,0.0,2026-04-04
TXN0511,CUST054,Security Suite,Software,1440.0,300,1140.0,2,0.1,2026-01-27
TXN0512,CUST054,Smart Gateway,Hardware,427.5,250,177.5,1,0.05,2025-07-06
TXN0513,CUST054,Smart Gateway,Hardware,450.0,250,200.0,1,0.0,2026-03-02
TXN0514,CUST054,Analytics Engine,Software,1500.0,300,1200.0,1,0.0,2025-09-27
TXN0515,CUST054,Collaboration Tool,Software,270.0,50,220.0,1,0.1,2025-11-17
TXN0516,CUST054,Cloud Platform,Software,1200.0,200,1000.0,1,0.0,2025-10-24
TXN0517,CUST055,Cloud Migration Consultation,Services,8500.0,6000,2500.0,2,0.15,2026-06-24
TXN0518,CUST055,Developer Laptop,Hardware,6400.0,5200,1200.0,4,0.2,2025-10-21
TXN0519,CUST055,Security Suite,Software,720.0,150,570.0,1,0.1,2024-09-04
TXN0520,CUST055,Smart Gateway,Hardware,405.0,250,155.0,1,0.1,2026-02-23
TXN0521,CUST055,Cloud Migration Consultation,Services,5000.0,3000,2000.0,1,0.0,2025-10-13
TXN0522,CUST055,Smart Gateway,Hardware,450.0,250,200.0,1,0.0,2026-06-18
TXN0523,CUST055,Security Suite,Software,1600.0,300,1300.0,2,0.0,2024-06-11
TXN0524,CUST055,Analytics Engine,Software,6000.0,1200,4800.0,4,0.0,2025-07-13
TXN0525,CUST055,Smart Gateway,Hardware,405.0,250,155.0,1,0.1,2024-07-22
TXN0526,CUST055,Cloud Platform,Software,1080.0,200,880.0,1,0.1,2025-02-05
TXN0527,CUST055,Analytics Engine,Software,6000.0,1200,4800.0,4,0.0,2024-08-03
TXN0528,CUST056,Cloud Migration Consultation,Services,4750.0,3000,1750.0,1,0.0,2026-02-24
TXN0529,CUST056,Enterprise Support (Annual),Services,12160.0,9000,3160.0,2,0.2,2025-10-25
TXN0530,CUST056,Analytics Engine,Software,1353.75,300,1053.75,1,0.05,2026-01-15
TXN0531,CUST056,Developer Laptop,Hardware,3800.0,2600,1200.0,2,0.0,2025-11-03
TXN0532,CUST056,Cloud Migration Consultation,Services,16150.0,12000,4150.0,4,0.15,2025-11-04
TXN0533,CUST056,Cloud Migration Consultation,Services,4750.0,3000,1750.0,1,0.0,2026-02-22
TXN0534,CUST056,Cloud Platform,Software,4560.0,800,3760.0,4,0.0,2026-06-15
TXN0535,CUST056,Analytics Engine,Software,7125.0,1500,5625.0,5,0.0,2025-09-14
TXN0536,CUST056,Custom Training Workshop,Services,4037.5,2400,1637.5,2,0.15,2025-09-20
TXN0537,CUST056,Analytics Engine,Software,1353.75,300,1053.75,1,0.05,2026-03-22
TXN0538,CUST056,Edge Server,Hardware,6650.0,4400,2250.0,2,0.0,2026-02-01
TXN0539,CUST056,Enterprise Support (Annual),Services,25840.0,18000,7840.0,4,0.15,2026-03-18
TXN0540,CUST056,Developer Laptop,Hardware,1900.0,1300,600.0,1,0.0,2026-04-15
TXN0541,CUST057,Custom Training Workshop,Services,5000.0,2400,2600.0,2,0.0,2026-04-12
TXN0542,CUST057,Cloud Platform,Software,1200.0,200,1000.0,1,0.0,2025-10-22
TXN0543,CUST057,Analytics Engine,Software,1500.0,300,1200.0,1,0.0,2025-04-27
TXN0544,CUST057,Cloud Platform,Software,960.0,200,760.0,1,0.2,2026-03-14
TXN0545,CUST057,Smart Gateway,Hardware,382.5,250,132.5,1,0.15,2026-06-05
TXN0546,CUST057,Enterprise Support (Annual),Services,8000.0,4500,3500.0,1,0.0,2025-05-28
TXN0547,CUST057,Collaboration Tool,Software,540.0,100,440.0,2,0.1,2025-06-18
TXN0548,CUST057,Enterprise Support (Annual),Services,16000.0,9000,7000.0,2,0.0,2026-03-13
TXN0549,CUST057,Collaboration Tool,Software,270.0,50,220.0,1,0.1,2025-04-23
TXN0550,CUST057,Analytics Engine,Software,1500.0,300,1200.0,1,0.0,2025-05-22
TXN0551,CUST058,Enterprise Support (Annual),Services,8000.0,4500,3500.0,1,0.0,2026-04-29
TXN0552,CUST058,Enterprise Support (Annual),Services,40000.0,22500,17500.0,5,0.0,2025-01-18
TXN0553,CUST058,Developer Laptop,Hardware,1700.0,1300,400.0,1,0.15,2024-11-23
TXN0554,CUST058,Collaboration Tool,Software,255.0,50,205.0,1,0.15,2025-04-25
TXN0555,CUST058,Collaboration Tool,Software,300.0,50,250.0,1,0.0,2025-08-10
TXN0556,CUST058,Analytics Engine,Software,1500.0,300,1200.0,1,0.0,2025-04-23
TXN0557,CUST058,Cloud Platform,Software,2160.0,400,1760.0,2,0.1,2026-06-11
TXN0558,CUST058,Cloud Migration Consultation,Services,4500.0,3000,1500.0,1,0.1,2025-09-24
TXN0559,CUST058,Smart Gateway,Hardware,765.0,500,265.0,2,0.15,2026-01-14
TXN0560,CUST058,Collaboration Tool,Software,300.0,50,250.0,1,0.0,2026-03-06
TXN0561,CUST058,Custom Training Workshop,Services,9000.0,4800,4200.0,4,0.1,2024-09-01
TXN0562,CUST058,Cloud Migration Consultation,Services,4500.0,3000,1500.0,1,0.1,2026-06-21
TXN0563,CUST058,Security Suite,Software,2400.0,450,1950.0,3,0.0,2025-01-21
TXN0564,CUST059,Enterprise Support (Annual),Services,6840.0,4500,2340.0,1,0.1,2025-12-08
TXN0565,CUST059,Enterprise Support (Annual),Services,6840.0,4500,2340.0,1,0.1,2025-12-25
TXN0566,CUST059,Cloud Platform,Software,1140.0,200,940.0,1,0.0,2026-06-12
TXN0567,CUST059,Smart Gateway,Hardware,363.38,250,113.38,1,0.15,2026-02-09
TXN0568,CUST059,Custom Training Workshop,Services,2137.5,1200,937.5,1,0.1,2026-06-07
TXN0569,CUST059,Edge Server,Hardware,3158.75,2200,958.75,1,0.05,2025-12-16
TXN0570,CUST059,Cloud Platform,Software,1140.0,200,940.0,1,0.0,2026-05-31
TXN0571,CUST059,Enterprise Support (Annual),Services,22800.0,13500,9300.0,3,0.0,2026-01-30
TXN0572,CUST059,Smart Gateway,Hardware,855.0,500,355.0,2,0.0,2026-05-04
TXN0573,CUST060,Collaboration Tool,Software,255.0,50,205.0,1,0.15,2025-05-01
TXN0574,CUST060,Cloud Migration Consultation,Services,5000.0,3000,2000.0,1,0.0,2025-02-17
